C, tp=0, ts=0, x0=1000001, x1=1000007
A, tp=31, ts=31, x0=4, x1=28034158
C, tp=31, ts=31, x0=1000006, x1=1000004
B, tp=31, ts=31, x0=915786040, x1=1
B, tp=31, ts=31, x0=946031905, x1=1
B, tp=31, ts=31, x0=311908073, x1=4
C, tp=31, ts=31, x0=1000007, x1=1000004
B, tp=31, ts=31, x0=684868228, x1=1
B, tp=31, ts=31, x0=355994670, x1=1
C, tp=31, ts=31, x0=1000002, x1=1000004
B, tp=31, ts=31, x0=109385913, x1=2
B, tp=31, ts=31, x0=722855647, x1=2
B, tp=31, ts=31, x0=92470958, x1=1
B, tp=31, ts=31, x0=26019535, x1=1
C, tp=31, ts=31, x0=1000001, x1=1000005
C, tp=31, ts=31, x0=1000023, x1=1000007
C, tp=31, ts=31, x0=1000001, x1=1000005
B, tp=31, ts=31, x0=13286623, x1=1
C, tp=31, ts=31, x0=1000001, x1=1000015
C, tp=31, ts=31, x0=1000001, x1=1000004
B, tp=31, ts=31, x0=223326016, x1=1
C, tp=31, ts=31, x0=1000007, x1=1000017
C, tp=31, ts=31, x0=1000001, x1=1000012
C, tp=31, ts=31, x0=1000002, x1=1000004
B, tp=31, ts=31, x0=872468386, x1=1
B, tp=31, ts=31, x0=793622306, x1=4
C, tp=31, ts=31, x0=1000001, x1=1000006
B, tp=31, ts=31, x0=649264285, x1=1
C, tp=31, ts=31, x0=1000001, x1=1000004
C, tp=31, ts=31, x0=1000001, x1=1000004
C, tp=31, ts=31, x0=1000001, x1=1000009
B, tp=31, ts=31, x0=56952118, x1=1
C, tp=31, ts=31, x0=1000033, x1=1000008
C, tp=31, ts=31, x0=1000001, x1=1000017
B, tp=31, ts=31, x0=279002502, x1=4
B, tp=31, ts=31, x0=588882211, x1=3
A, tp=31, ts=31, x0=4, x1=332903325
B, tp=31, ts=31, x0=695078132, x1=4
A, tp=31, ts=31, x0=11, x1=594415655
C, tp=31, ts=31, x0=1000004, x1=1000057
C, tp=31, ts=31, x0=1000001, x1=1000007
B, tp=31, ts=31, x0=217168882, x1=1
C, tp=31, ts=31, x0=1000002, x1=1000037
A, tp=31, ts=31, x0=4, x1=464834344
B, tp=31, ts=31, x0=326057851, x1=1
C, tp=31, ts=31, x0=1000001, x1=1000004
B, tp=31, ts=31, x0=992656401, x1=1
C, tp=31, ts=31, x0=1000003, x1=1000006
C, tp=31, ts=31, x0=1000002, x1=1000004
C, tp=31, ts=31, x0=1000002, x1=1000005
C, tp=31, ts=31, x0=1000001, x1=1000004
B, tp=31, ts=31, x0=500191428, x1=2
C, tp=31, ts=31, x0=1000001, x1=1000004
B, tp=31, ts=31, x0=430899425, x1=1
B, tp=31, ts=31, x0=110288310, x1=1
A, tp=31, ts=31, x0=24, x1=810369791
C, tp=31, ts=31, x0=1000001, x1=1000004
C, tp=31, ts=31, x0=1000002, x1=1000082
B, tp=31, ts=31, x0=748383969, x1=5
C, tp=31, ts=31, x0=1000001, x1=1000008
B, tp=31, ts=31, x0=42263911, x1=3
B, tp=31, ts=31, x0=279688617, x1=1
C, tp=31, ts=31, x0=1000002, x1=1000005
A, tp=31, ts=31, x0=84, x1=387648545
C, tp=31, ts=31, x0=1000001, x1=1000005
C, tp=31, ts=31, x0=1000004, x1=1000009
A, tp=31, ts=31, x0=10, x1=255855424
B, tp=31, ts=31, x0=32716241, x1=1
C, tp=31, ts=31, x0=1000001, x1=1000004
B, tp=31, ts=31, x0=162860461, x1=1
C, tp=31, ts=31, x0=1000659, x1=1000004
B, tp=31, ts=31, x0=588064557, x1=1
C, tp=31, ts=31, x0=1000015, x1=1000006
B, tp=31, ts=31, x0=210326650, x1=4
B, tp=31, ts=31, x0=393524263, x1=5
B, tp=31, ts=31, x0=621362376, x1=2
B, tp=31, ts=31, x0=862722207, x1=2
C, tp=31, ts=31, x0=1000001, x1=1000012
B, tp=31, ts=31, x0=421368287, x1=1
C, tp=31, ts=31, x0=1000001, x1=1000015
C, tp=31, ts=31, x0=1000044, x1=1000031
B, tp=31, ts=31, x0=252078835, x1=1
B, tp=31, ts=31, x0=941397770, x1=2
B, tp=31, ts=31, x0=739667887, x1=1
B, tp=31, ts=31, x0=204332022, x1=1
B, tp=31, ts=31, x0=591976504, x1=1
C, tp=31, ts=31, x0=1000001, x1=1000005
B, tp=31, ts=31, x0=250914953, x1=1
A, tp=31, ts=31, x0=37, x1=550656105
C, tp=31, ts=31, x0=1000001, x1=1000004
B, tp=31, ts=31, x0=919708715, x1=12
B, tp=31, ts=31, x0=327065955, x1=1
B, tp=31, ts=31, x0=764921674, x1=1
B, tp=31, ts=31, x0=61046427, x1=1
B, tp=31, ts=31, x0=920002016, x1=3
A, tp=31, ts=31, x0=76, x1=717637317
C, tp=31, ts=31, x0=1000010, x1=1000007
B, tp=31, ts=31, x0=389917459, x1=1
B, tp=31, ts=31, x0=875773581, x1=1
C, tp=31, ts=31, x0=1000051, x1=1000006
C, tp=31, ts=31, x0=1000001, x1=1000004
C, tp=31, ts=31, x0=1000003, x1=1000005
A, tp=31, ts=31, x0=7, x1=151936743
C, tp=31, ts=31, x0=1000001, x1=1000034
A, tp=31, ts=31, x0=26, x1=793003877
C, tp=31, ts=31, x0=1000012, x1=1000004
C, tp=31, ts=31, x0=1000001, x1=1000006
C, tp=31, ts=31, x0=1000006, x1=1000004
C, tp=31, ts=31, x0=1000001, x1=1000020
B, tp=31, ts=31, x0=910839230, x1=1
C, tp=31, ts=31, x0=1000006, x1=1000004
A, tp=31, ts=31, x0=5, x1=65951957
B, tp=31, ts=31, x0=963459731, x1=1
B, tp=31, ts=31, x0=592517632, x1=1
C, tp=31, ts=31, x0=1000005, x1=1000004
B, tp=31, ts=31, x0=566429936, x1=2
B, tp=31, ts=31, x0=465691667, x1=1
B, tp=31, ts=31, x0=16932920, x1=1
B, tp=31, ts=31, x0=850328617, x1=1
B, tp=31, ts=31, x0=944932263, x1=1
C, tp=31, ts=31, x0=1000001, x1=1000006
C, tp=31, ts=31, x0=1000001, x1=1000004
B, tp=31, ts=31, x0=926947937, x1=1
C, tp=31, ts=31, x0=1000001, x1=1000028
B, tp=31, ts=31, x0=407159882, x1=6
C, tp=31, ts=31, x0=1000001, x1=1000004
C, tp=31, ts=31, x0=1002286, x1=1000005
C, tp=31, ts=31, x0=1000001, x1=1000005
C, tp=31, ts=31, x0=1000009, x1=1000008
C, tp=31, ts=31, x0=1000001, x1=1000015
B, tp=31, ts=31, x0=375784195, x1=1
B, tp=31, ts=31, x0=877681013, x1=1
A, tp=31, ts=31, x0=22, x1=725160069
C, tp=31, ts=31, x0=1000002, x1=1000008
B, tp=31, ts=31, x0=646300312, x1=1
C, tp=31, ts=31, x0=1000001, x1=1000038
B, tp=31, ts=31, x0=753380757, x1=3
B, tp=31, ts=31, x0=863171016, x1=1
C, tp=31, ts=31, x0=1000001, x1=1000010
C, tp=31, ts=31, x0=1000037, x1=1000026
C, tp=31, ts=31, x0=1000002, x1=1000012
B, tp=31, ts=31, x0=122877382, x1=11
C, tp=31, ts=31, x0=1000001, x1=1000012
B, tp=31, ts=31, x0=510871142, x1=196
C, tp=31, ts=31, x0=1000001, x1=1000004
C, tp=31, ts=31, x0=1000006, x1=1000331
C, tp=31, ts=31, x0=1000009, x1=1000006
B, tp=31, ts=31, x0=79580374, x1=3
B, tp=31, ts=31, x0=363813945, x1=3
B, tp=31, ts=31, x0=261709560, x1=1
B, tp=31, ts=31, x0=838227791, x1=3
C, tp=31, ts=31, x0=1000058, x1=1000004
C, tp=31, ts=31, x0=1000002, x1=1000008
C, tp=31, ts=31, x0=1000001, x1=1000004
B, tp=31, ts=31, x0=677816716, x1=1
B, tp=31, ts=31, x0=206454030, x1=2
B, tp=31, ts=31, x0=3671489, x1=1
C, tp=31, ts=31, x0=1000001, x1=1000006
C, tp=31, ts=31, x0=1000002, x1=1000004
C, tp=31, ts=31, x0=1000002, x1=1000005
A, tp=31, ts=31, x0=6, x1=813817142
B, tp=31, ts=31, x0=161103387, x1=1
B, tp=31, ts=31, x0=614279318, x1=1
C, tp=31, ts=31, x0=1000005, x1=1000005
C, tp=31, ts=31, x0=1000004, x1=1000009
A, tp=31, ts=31, x0=5, x1=445559258
A, tp=31, ts=31, x0=7, x1=230104191
A, tp=31, ts=31, x0=4, x1=303325710
C, tp=31, ts=31, x0=1000001, x1=1000077
C, tp=31, ts=31, x0=1000003, x1=1000011
B, tp=31, ts=31, x0=315258917, x1=1
C, tp=31, ts=31, x0=1000001, x1=1000012
B, tp=31, ts=31, x0=588847053, x1=1
B, tp=31, ts=31, x0=971784826, x1=1
C, tp=31, ts=31, x0=1000001, x1=1000004
C, tp=31, ts=31, x0=1000001, x1=1016270
B, tp=31, ts=31, x0=418873083, x1=3
C, tp=31, ts=31, x0=1000002, x1=1000005
C, tp=31, ts=31, x0=1000001, x1=1000015
C, tp=31, ts=31, x0=1000001, x1=1000004
C, tp=31, ts=31, x0=1000001, x1=1000004
A, tp=31, ts=31, x0=6, x1=217868317
C, tp=31, ts=31, x0=1000007, x1=1000010
B, tp=31, ts=31, x0=438083703, x1=2
C, tp=31, ts=31, x0=1000003, x1=1000012
C, tp=31, ts=31, x0=1000001, x1=1000004
C, tp=31, ts=31, x0=1000001, x1=1000007
B, tp=31, ts=31, x0=699449333, x1=1
B, tp=31, ts=31, x0=227128337, x1=1
B, tp=31, ts=31, x0=292494399, x1=1
B, tp=31, ts=31, x0=734302492, x1=1
C, tp=31, ts=31, x0=1000001, x1=1000014
B, tp=31, ts=31, x0=122799146, x1=1
C, tp=31, ts=31, x0=1000006, x1=1000008
C, tp=31, ts=31, x0=1000001, x1=1000005
B, tp=31, ts=31, x0=290443999, x1=1
A, tp=31, ts=31, x0=4, x1=14273690
B, tp=31, ts=31, x0=566774221, x1=2
C, tp=31, ts=31, x0=1000001, x1=1000010
B, tp=31, ts=31, x0=561156411, x1=1
C, tp=31, ts=31, x0=1000001, x1=1000005
B, tp=31, ts=31, x0=78092905, x1=2
C, tp=31, ts=31, x0=1000001, x1=1000004
C, tp=31, ts=31, x0=1000001, x1=1000004
B, tp=31, ts=31, x0=354316812, x1=15
C, tp=31, ts=31, x0=1000007, x1=1000007
B, tp=31, ts=31, x0=249088613, x1=3
B, tp=31, ts=31, x0=305732861, x1=1
C, tp=31, ts=31, x0=1000001, x1=1000292
C, tp=31, ts=31, x0=1000001, x1=1000004
B, tp=31, ts=31, x0=165157774, x1=1
C, tp=31, ts=31, x0=1000001, x1=1000011
C, tp=31, ts=31, x0=1000004, x1=1000004
A, tp=31, ts=31, x0=16, x1=734113223
B, tp=31, ts=31, x0=25364998, x1=1
B, tp=31, ts=31, x0=148877995, x1=1
C, tp=31, ts=31, x0=1000001, x1=1000005
C, tp=31, ts=31, x0=1000003, x1=1000004
B, tp=31, ts=31, x0=653491269, x1=1
B, tp=31, ts=31, x0=818173176, x1=1
A, tp=31, ts=31, x0=5, x1=971010427
B, tp=31, ts=31, x0=892521575, x1=1
B, tp=31, ts=31, x0=687062981, x1=1
B, tp=31, ts=31, x0=323833597, x1=1
C, tp=31, ts=31, x0=1000001, x1=1000004
A, tp=31, ts=31, x0=4, x1=59181476
C, tp=31, ts=31, x0=1000001, x1=1000004
C, tp=31, ts=31, x0=1000001, x1=1000004
C, tp=31, ts=31, x0=1000005, x1=1000008
C, tp=31, ts=31, x0=1000001, x1=1000035
B, tp=31, ts=31, x0=701238082, x1=2
B, tp=31, ts=31, x0=885089694, x1=10
B, tp=31, ts=31, x0=853610520, x1=1
C, tp=31, ts=31, x0=1000001, x1=1000004
C, tp=31, ts=31, x0=1000054, x1=1000006
C, tp=31, ts=31, x0=1000003, x1=1000005
C, tp=31, ts=31, x0=1000001, x1=1000008
B, tp=31, ts=31, x0=415118458, x1=1
C, tp=31, ts=31, x0=1000001, x1=1000004
C, tp=31, ts=31, x0=1000001, x1=1000004
B, tp=31, ts=31, x0=577269827, x1=1
B, tp=31, ts=31, x0=244239746, x1=1
A, tp=31, ts=31, x0=4, x1=924781395
B, tp=31, ts=31, x0=380673564, x1=2
B, tp=31, ts=31, x0=242749022, x1=1
C, tp=31, ts=31, x0=1000001, x1=1000005
C, tp=31, ts=31, x0=1000009, x1=1000531
B, tp=31, ts=31, x0=591054064, x1=1
B, tp=31, ts=31, x0=557027229, x1=1
C, tp=31, ts=31, x0=1000008, x1=1000004
C, tp=31, ts=31, x0=1000001, x1=1000005
C, tp=31, ts=31, x0=1000001, x1=1000005
C, tp=31, ts=31, x0=1000001, x1=1000008
B, tp=31, ts=31, x0=733477908, x1=2
B, tp=31, ts=31, x0=683479311, x1=5
B, tp=31, ts=31, x0=618897033, x1=70
C, tp=31, ts=31, x0=1000001, x1=1000004
A, tp=31, ts=31, x0=6, x1=938439925
B, tp=31, ts=31, x0=74388275, x1=1
B, tp=31, ts=31, x0=83503356, x1=3
C, tp=31, ts=31, x0=1000001, x1=1000007
B, tp=31, ts=31, x0=805370234, x1=1
C, tp=31, ts=31, x0=1000153, x1=1000007
B, tp=31, ts=31, x0=464343689, x1=1
B, tp=31, ts=31, x0=353065230, x1=1
B, tp=31, ts=31, x0=106395513, x1=1
B, tp=31, ts=31, x0=551715787, x1=1
B, tp=31, ts=31, x0=886066346, x1=1
B, tp=31, ts=31, x0=938133651, x1=1
B, tp=31, ts=31, x0=381638380, x1=1
B, tp=31, ts=31, x0=247436318, x1=1
B, tp=31, ts=31, x0=331590192, x1=1
B, tp=31, ts=31, x0=751552577, x1=1
C, tp=31, ts=31, x0=1000001, x1=1000052
B, tp=31, ts=31, x0=446586317, x1=2
B, tp=31, ts=31, x0=893563646, x1=1
C, tp=31, ts=31, x0=1000001, x1=1000004
C, tp=31, ts=31, x0=1000002, x1=1000004
C, tp=31, ts=31, x0=1000001, x1=1000115
B, tp=31, ts=31, x0=231846143, x1=10
C, tp=31, ts=31, x0=1000001, x1=1000004
B, tp=31, ts=31, x0=298522011, x1=1
B, tp=31, ts=31, x0=25589226, x1=9
B, tp=31, ts=31, x0=578250586, x1=1
B, tp=31, ts=31, x0=892701924, x1=7
C, tp=31, ts=31, x0=1000003, x1=1000012
C, tp=31, ts=31, x0=1000001, x1=1000173
C, tp=31, ts=31, x0=1000001, x1=1000004
C, tp=31, ts=31, x0=1000001, x1=1000005
B, tp=31, ts=31, x0=564528049, x1=23
A, tp=31, ts=31, x0=8, x1=38404331
B, tp=31, ts=31, x0=383618584, x1=1
B, tp=31, ts=31, x0=733128436, x1=4
C, tp=31, ts=31, x0=1000003, x1=1000009
C, tp=31, ts=31, x0=1000001, x1=1000004
B, tp=31, ts=31, x0=998667493, x1=5
C, tp=31, ts=31, x0=1000001, x1=1000006
C, tp=31, ts=31, x0=1000001, x1=1000004
C, tp=31, ts=31, x0=1000001, x1=1000276
B, tp=31, ts=31, x0=458967397, x1=1
C, tp=31, ts=31, x0=1000001, x1=1000014
B, tp=31, ts=31, x0=575121564, x1=516
C, tp=31, ts=31, x0=1000011, x1=1000018
B, tp=31, ts=31, x0=455657318, x1=1
B, tp=31, ts=31, x0=819361944, x1=1
B, tp=31, ts=31, x0=598114822, x1=1
C, tp=31, ts=31, x0=1000002, x1=1000004
B, tp=31, ts=31, x0=723602399, x1=4
C, tp=31, ts=31, x0=1000001, x1=1000009
B, tp=31, ts=31, x0=167356421, x1=175
B, tp=31, ts=31, x0=651035979, x1=1
B, tp=31, ts=31, x0=607865594, x1=1
A, tp=31, ts=31, x0=849, x1=185355060
C, tp=31, ts=31, x0=1000001, x1=1000006
B, tp=31, ts=31, x0=966551207, x1=8
B, tp=31, ts=31, x0=407380688, x1=21
A, tp=31, ts=31, x0=10, x1=33760187
B, tp=31, ts=31, x0=784829504, x1=2
C, tp=31, ts=31, x0=1000001, x1=1000004
>WATERMARK 31<
C, tp=32, ts=32, x0=1000001, x1=1000008
B, tp=32, ts=32, x0=902672014, x1=4
B, tp=32, ts=32, x0=996413289, x1=1
C, tp=32, ts=32, x0=1000001, x1=1000004
B, tp=32, ts=32, x0=140199975, x1=1
B, tp=32, ts=32, x0=433111277, x1=1
B, tp=32, ts=32, x0=240119696, x1=59
B, tp=32, ts=32, x0=868159288, x1=5
B, tp=32, ts=32, x0=553881515, x1=1
A, tp=32, ts=32, x0=39, x1=868866136
B, tp=32, ts=32, x0=3977842, x1=1
B, tp=32, ts=32, x0=403882439, x1=1
B, tp=32, ts=32, x0=502901458, x1=1
B, tp=32, ts=32, x0=338843484, x1=2
C, tp=32, ts=32, x0=1000006, x1=1000006
B, tp=32, ts=32, x0=328781653, x1=3
B, tp=32, ts=32, x0=769155862, x1=1
B, tp=32, ts=32, x0=931805374, x1=1
B, tp=32, ts=32, x0=991066699, x1=1
C, tp=32, ts=32, x0=1000001, x1=1000081
A, tp=32, ts=32, x0=5, x1=497493227
C, tp=32, ts=32, x0=1000001, x1=1000004
C, tp=32, ts=32, x0=1000001, x1=1000004
C, tp=32, ts=32, x0=1000001, x1=1000527
B, tp=32, ts=32, x0=698291814, x1=1
A, tp=32, ts=32, x0=4, x1=626060038
C, tp=32, ts=32, x0=1000002, x1=1000004
A, tp=32, ts=32, x0=4, x1=523744081
A, tp=32, ts=32, x0=5, x1=244060835
C, tp=32, ts=32, x0=1000021, x1=1000004
B, tp=32, ts=32, x0=89868466, x1=1
C, tp=32, ts=32, x0=1000003, x1=1000008
B, tp=32, ts=32, x0=932764913, x1=1
C, tp=32, ts=32, x0=1000003, x1=1000004
C, tp=32, ts=32, x0=1000001, x1=1000046
B, tp=32, ts=32, x0=983470438, x1=1
C, tp=32, ts=32, x0=1000001, x1=1000008
B, tp=32, ts=32, x0=429283415, x1=2
B, tp=32, ts=32, x0=951240462, x1=1
B, tp=32, ts=32, x0=566915170, x1=4
C, tp=32, ts=32, x0=1000007, x1=1000005
B, tp=32, ts=32, x0=701497239, x1=1
A, tp=32, ts=32, x0=4, x1=494445633
B, tp=32, ts=32, x0=99672622, x1=2
C, tp=32, ts=32, x0=1000001, x1=1000004
C, tp=32, ts=32, x0=1000016, x1=1000004
A, tp=32, ts=32, x0=47, x1=997186783
C, tp=32, ts=32, x0=1000002, x1=1000004
C, tp=32, ts=32, x0=1000002, x1=1000005
B, tp=32, ts=32, x0=608192397, x1=1
A, tp=32, ts=32, x0=37, x1=772240280
B, tp=32, ts=32, x0=57595178, x1=1
C, tp=32, ts=32, x0=1000001, x1=1000013
B, tp=32, ts=32, x0=898031041, x1=1
C, tp=32, ts=32, x0=1000001, x1=1000004
B, tp=32, ts=32, x0=198297335, x1=2
C, tp=32, ts=32, x0=1000001, x1=1000007
C, tp=32, ts=32, x0=1000001, x1=1000004
B, tp=32, ts=32, x0=254096425, x1=1
B, tp=32, ts=32, x0=938490194, x1=1
B, tp=32, ts=32, x0=747494906, x1=1
C, tp=32, ts=32, x0=1000009, x1=1000005
B, tp=32, ts=32, x0=277770577, x1=1
A, tp=32, ts=32, x0=28, x1=180244222
B, tp=32, ts=32, x0=22512252, x1=1
B, tp=32, ts=32, x0=887767457, x1=2
B, tp=32, ts=32, x0=839217044, x1=7
C, tp=32, ts=32, x0=1000001, x1=1000005
C, tp=32, ts=32, x0=1000162, x1=1000004
C, tp=32, ts=32, x0=1000192, x1=1000005
C, tp=32, ts=32, x0=1000002, x1=1000004
C, tp=32, ts=32, x0=1000003, x1=1000005
C, tp=32, ts=32, x0=1000003, x1=1000066
B, tp=32, ts=32, x0=978380058, x1=3
C, tp=32, ts=32, x0=1000001, x1=1000004
A, tp=32, ts=32, x0=4, x1=228271129
B, tp=32, ts=32, x0=42139656, x1=1
C, tp=32, ts=32, x0=1000001, x1=1000007
A, tp=32, ts=32, x0=4, x1=880262425
C, tp=32, ts=32, x0=1000001, x1=1000004
B, tp=32, ts=32, x0=786512656, x1=1
B, tp=32, ts=32, x0=215979148, x1=1
B, tp=32, ts=32, x0=979812398, x1=1
C, tp=32, ts=32, x0=1000001, x1=1000017
A, tp=32, ts=32, x0=12, x1=484055928
C, tp=32, ts=32, x0=1000006, x1=1000005
B, tp=32, ts=32, x0=20438952, x1=1
C, tp=32, ts=32, x0=1000001, x1=1000006
B, tp=32, ts=32, x0=868922600, x1=1
B, tp=32, ts=32, x0=576628621, x1=2
B, tp=32, ts=32, x0=113744557, x1=15
C, tp=32, ts=32, x0=1000005, x1=1000065
B, tp=32, ts=32, x0=929861890, x1=5
C, tp=32, ts=32, x0=1000002, x1=1000008
C, tp=32, ts=32, x0=1000001, x1=1000005
B, tp=32, ts=32, x0=328574087, x1=1
B, tp=32, ts=32, x0=716690479, x1=1
C, tp=32, ts=32, x0=1000001, x1=1000022
B, tp=32, ts=32, x0=293472268, x1=1
B, tp=32, ts=32, x0=321619375, x1=2
B, tp=32, ts=32, x0=340252772, x1=70
B, tp=32, ts=32, x0=785158000, x1=1
B, tp=32, ts=32, x0=410621689, x1=1
B, tp=32, ts=32, x0=747674535, x1=1
B, tp=32, ts=32, x0=102998040, x1=1
B, tp=32, ts=32, x0=440638030, x1=1
B, tp=32, ts=32, x0=335547573, x1=1
C, tp=32, ts=32, x0=1000001, x1=1000006
B, tp=32, ts=32, x0=662522247, x1=1
C, tp=32, ts=32, x0=1000001, x1=1000009
A, tp=32, ts=32, x0=177, x1=868567049
C, tp=32, ts=32, x0=1000003, x1=1000009
B, tp=32, ts=32, x0=148080816, x1=1
C, tp=32, ts=32, x0=1000001, x1=1000112
C, tp=32, ts=32, x0=1000014, x1=1000039
B, tp=32, ts=32, x0=327510367, x1=1
B, tp=32, ts=32, x0=45836698, x1=1
A, tp=32, ts=32, x0=18, x1=416754657
B, tp=32, ts=32, x0=200694112, x1=1
C, tp=32, ts=32, x0=1000001, x1=1000006
B, tp=32, ts=32, x0=235359050, x1=2
C, tp=32, ts=32, x0=1000001, x1=1000015
B, tp=32, ts=32, x0=608796709, x1=3
C, tp=32, ts=32, x0=1000001, x1=1000005
B, tp=32, ts=32, x0=868567049, x1=1
B, tp=32, ts=32, x0=631796318, x1=4
A, tp=32, ts=32, x0=6, x1=24955292
B, tp=32, ts=32, x0=72719669, x1=1
C, tp=32, ts=32, x0=1000001, x1=1000007
C, tp=32, ts=32, x0=1000001, x1=1000008
B, tp=32, ts=32, x0=769511032, x1=1
B, tp=32, ts=32, x0=380550272, x1=1
B, tp=32, ts=32, x0=398024314, x1=3
C, tp=32, ts=32, x0=1000001, x1=1000005
B, tp=32, ts=32, x0=902871070, x1=3
B, tp=32, ts=32, x0=76464626, x1=1
C, tp=32, ts=32, x0=1000002, x1=1000004
B, tp=32, ts=32, x0=791654810, x1=1
A, tp=32, ts=32, x0=19, x1=529113374
B, tp=32, ts=32, x0=180244222, x1=2
C, tp=32, ts=32, x0=1000001, x1=1000006
C, tp=32, ts=32, x0=1000001, x1=1000004
C, tp=32, ts=32, x0=1000002, x1=1000004
C, tp=32, ts=32, x0=1000001, x1=1000004
A, tp=32, ts=32, x0=5, x1=422448943
B, tp=32, ts=32, x0=269637032, x1=1
C, tp=32, ts=32, x0=1000001, x1=1000008
C, tp=32, ts=32, x0=1000001, x1=1000026
B, tp=32, ts=32, x0=838294449, x1=5
A, tp=32, ts=32, x0=18, x1=526496321
B, tp=32, ts=32, x0=434425439, x1=2
B, tp=32, ts=32, x0=250836127, x1=3
B, tp=32, ts=32, x0=967154782, x1=1
C, tp=32, ts=32, x0=1000002, x1=1000006
B, tp=32, ts=32, x0=215504760, x1=1
B, tp=32, ts=32, x0=45864359, x1=4
B, tp=32, ts=32, x0=410670610, x1=1
C, tp=32, ts=32, x0=1000003, x1=1000005
B, tp=32, ts=32, x0=536198620, x1=1
B, tp=32, ts=32, x0=738850277, x1=6
A, tp=32, ts=32, x0=4, x1=42871780
A, tp=32, ts=32, x0=4, x1=68553496
B, tp=32, ts=32, x0=65579028, x1=1
B, tp=32, ts=32, x0=894836042, x1=2
C, tp=32, ts=32, x0=1000001, x1=1000005
C, tp=32, ts=32, x0=1000002, x1=1000004
B, tp=32, ts=32, x0=836607546, x1=2
C, tp=32, ts=32, x0=1000001, x1=1000006
C, tp=32, ts=32, x0=1000002, x1=1000004
B, tp=32, ts=32, x0=471799594, x1=1
A, tp=32, ts=32, x0=4, x1=52652301
C, tp=32, ts=32, x0=1000003, x1=1000004
B, tp=32, ts=32, x0=415686059, x1=1
B, tp=32, ts=32, x0=878371080, x1=4
B, tp=32, ts=32, x0=835121385, x1=1
B, tp=32, ts=32, x0=51448918, x1=1
B, tp=32, ts=32, x0=532566372, x1=8
B, tp=32, ts=32, x0=946607225, x1=1
B, tp=32, ts=32, x0=267130455, x1=1
C, tp=32, ts=32, x0=1000001, x1=1000005
A, tp=32, ts=32, x0=4, x1=524374682
B, tp=32, ts=32, x0=82090454, x1=1
C, tp=32, ts=32, x0=1000001, x1=1000062
A, tp=32, ts=32, x0=5, x1=425677292
B, tp=32, ts=32, x0=437070003, x1=5
B, tp=32, ts=32, x0=307513615, x1=2
B, tp=32, ts=32, x0=349849768, x1=1
B, tp=32, ts=32, x0=669424007, x1=1
B, tp=32, ts=32, x0=701916600, x1=1
A, tp=32, ts=32, x0=4, x1=776039999
B, tp=32, ts=32, x0=702738899, x1=46
B, tp=32, ts=32, x0=935453867, x1=1
B, tp=32, ts=32, x0=296712147, x1=1
B, tp=32, ts=32, x0=285968670, x1=2
C, tp=32, ts=32, x0=1000003, x1=1000046
C, tp=32, ts=32, x0=1000002, x1=1000009
C, tp=32, ts=32, x0=1000006, x1=1000006
B, tp=32, ts=32, x0=430076932, x1=1
C, tp=32, ts=32, x0=1000003, x1=1000004
B, tp=32, ts=32, x0=954956282, x1=30
A, tp=32, ts=32, x0=4, x1=312046610
B, tp=32, ts=32, x0=213677829, x1=1
B, tp=32, ts=32, x0=719646109, x1=1
C, tp=32, ts=32, x0=1000001, x1=1000008
B, tp=32, ts=32, x0=400466970, x1=1
B, tp=32, ts=32, x0=496855601, x1=5
C, tp=32, ts=32, x0=1000003, x1=1000013
B, tp=32, ts=32, x0=737762260, x1=2
B, tp=32, ts=32, x0=810073667, x1=1
C, tp=32, ts=32, x0=1000002, x1=1000004
C, tp=32, ts=32, x0=1000001, x1=1000004
B, tp=32, ts=32, x0=954461457, x1=2
B, tp=32, ts=32, x0=539739752, x1=11
C, tp=32, ts=32, x0=1000001, x1=1000006
B, tp=32, ts=32, x0=441668692, x1=2
C, tp=32, ts=32, x0=1000001, x1=1000004
B, tp=32, ts=32, x0=936436813, x1=2
B, tp=32, ts=32, x0=995410796, x1=1
C, tp=32, ts=32, x0=1000001, x1=1000005
B, tp=32, ts=32, x0=401857530, x1=1
A, tp=32, ts=32, x0=4, x1=202685968
B, tp=32, ts=32, x0=234482972, x1=5
A, tp=32, ts=32, x0=4, x1=425309869
B, tp=32, ts=32, x0=445175522, x1=1
B, tp=32, ts=32, x0=242647018, x1=2
B, tp=32, ts=32, x0=715573135, x1=1
B, tp=32, ts=32, x0=221218465, x1=1
C, tp=32, ts=32, x0=1000001, x1=1000004
B, tp=32, ts=32, x0=957932744, x1=28
B, tp=32, ts=32, x0=155416609, x1=1
B, tp=32, ts=32, x0=21261829, x1=1
C, tp=32, ts=32, x0=1000001, x1=1000398
B, tp=32, ts=32, x0=803167607, x1=1
C, tp=32, ts=32, x0=1000005, x1=1000005
B, tp=32, ts=32, x0=826960320, x1=2
C, tp=32, ts=32, x0=1000002, x1=1000004
B, tp=32, ts=32, x0=730680732, x1=1
B, tp=32, ts=32, x0=237427289, x1=9
B, tp=32, ts=32, x0=539019502, x1=1
C, tp=32, ts=32, x0=1000003, x1=1000070
C, tp=32, ts=32, x0=1000002, x1=1000005
B, tp=32, ts=32, x0=525994456, x1=1
B, tp=32, ts=32, x0=491482947, x1=4
B, tp=32, ts=32, x0=391774400, x1=13
