C, tp=0, ts=0, x0=373321178, x1=1000005
B, tp=26, ts=26, x0=445154332, x1=162871039
B, tp=26, ts=26, x0=835463080, x1=306978550
B, tp=26, ts=26, x0=282450319, x1=380012813
B, tp=26, ts=26, x0=197370987, x1=347278183
C, tp=26, ts=26, x0=941510715, x1=1000010
B, tp=26, ts=26, x0=407203204, x1=974754905
C, tp=26, ts=26, x0=315946834, x1=1000001
C, tp=26, ts=26, x0=831059777, x1=1000001
B, tp=26, ts=26, x0=395521148, x1=70841932
C, tp=26, ts=26, x0=776367529, x1=1000003
C, tp=26, ts=26, x0=95781372, x1=1000002
C, tp=26, ts=26, x0=196398055, x1=1000003
B, tp=26, ts=26, x0=891111412, x1=744844495
C, tp=26, ts=26, x0=607160241, x1=1000001
B, tp=26, ts=26, x0=169658258, x1=711031421
C, tp=26, ts=26, x0=406809182, x1=1000001
C, tp=26, ts=26, x0=831108978, x1=1000002
B, tp=26, ts=26, x0=737660181, x1=35987396
B, tp=26, ts=26, x0=369865236, x1=2984231
C, tp=26, ts=26, x0=128345765, x1=1000021
C, tp=26, ts=26, x0=358772030, x1=1000001
C, tp=26, ts=26, x0=684269382, x1=1000001
C, tp=26, ts=26, x0=466307108, x1=1000001
B, tp=26, ts=26, x0=641538870, x1=845748793
C, tp=26, ts=26, x0=984599710, x1=1000001
A, tp=26, ts=26, x0=622342600, x1=9
B, tp=26, ts=26, x0=949313196, x1=724871654
B, tp=26, ts=26, x0=824497533, x1=301548287
A, tp=26, ts=26, x0=271919981, x1=827603274
A, tp=26, ts=26, x0=375607392, x1=4
B, tp=26, ts=26, x0=18699491, x1=977059593
B, tp=26, ts=26, x0=802115307, x1=515508994
B, tp=26, ts=26, x0=905205233, x1=194183213
B, tp=26, ts=26, x0=566900165, x1=995034310
B, tp=26, ts=26, x0=651508182, x1=603757455
B, tp=26, ts=26, x0=498637970, x1=993392496
C, tp=26, ts=26, x0=801714004, x1=1000001
A, tp=26, ts=26, x0=681970905, x1=18
C, tp=26, ts=26, x0=528650840, x1=1000001
B, tp=26, ts=26, x0=630404355, x1=896506911
C, tp=26, ts=26, x0=631100127, x1=1000003
B, tp=26, ts=26, x0=336645232, x1=265987811
B, tp=26, ts=26, x0=515820059, x1=809063947
C, tp=26, ts=26, x0=846713119, x1=1000001
B, tp=26, ts=26, x0=919227229, x1=265260429
A, tp=26, ts=26, x0=42097851, x1=4
C, tp=26, ts=26, x0=220861124, x1=1000002
B, tp=26, ts=26, x0=180268989, x1=672233547
A, tp=26, ts=26, x0=633479774, x1=4
B, tp=26, ts=26, x0=230512296, x1=571497845
C, tp=26, ts=26, x0=418427148, x1=1000001
B, tp=26, ts=26, x0=236070599, x1=433775452
C, tp=26, ts=26, x0=774370590, x1=1000001
C, tp=26, ts=26, x0=284234069, x1=1000010
C, tp=26, ts=26, x0=349777481, x1=1000001
C, tp=26, ts=26, x0=565733941, x1=1000001
C, tp=26, ts=26, x0=350256701, x1=1000005
B, tp=26, ts=26, x0=834751846, x1=560211650
B, tp=26, ts=26, x0=332645261, x1=771022694
B, tp=26, ts=26, x0=819620793, x1=604247272
C, tp=26, ts=26, x0=274677251, x1=1000001
C, tp=26, ts=26, x0=930548885, x1=1000001
B, tp=26, ts=26, x0=195299015, x1=850588421
C, tp=26, ts=26, x0=621072020, x1=1000001
A, tp=26, ts=26, x0=920544622, x1=49
C, tp=26, ts=26, x0=103278407, x1=1000002
B, tp=26, ts=26, x0=920544622, x1=843229453
B, tp=26, ts=26, x0=174311979, x1=136605662
C, tp=26, ts=26, x0=596796879, x1=1000001
B, tp=26, ts=26, x0=285256826, x1=674940142
C, tp=26, ts=26, x0=536785372, x1=1000001
C, tp=26, ts=26, x0=113296392, x1=1000002
B, tp=26, ts=26, x0=424982348, x1=93472644
C, tp=26, ts=26, x0=831908598, x1=1000001
C, tp=26, ts=26, x0=420205266, x1=1000001
B, tp=26, ts=26, x0=751968914, x1=253751167
C, tp=26, ts=26, x0=678280262, x1=1000005
B, tp=26, ts=26, x0=359062547, x1=299564574
B, tp=26, ts=26, x0=628549532, x1=809636208
B, tp=26, ts=26, x0=25021618, x1=798356999
C, tp=26, ts=26, x0=524005969, x1=1000001
B, tp=26, ts=26, x0=517193603, x1=450763009
C, tp=26, ts=26, x0=511733522, x1=1000001
B, tp=26, ts=26, x0=394462816, x1=787268396
B, tp=26, ts=26, x0=324653288, x1=861056377
C, tp=26, ts=26, x0=482611779, x1=1000002
B, tp=26, ts=26, x0=733519033, x1=373754514
C, tp=26, ts=26, x0=734082477, x1=1000001
C, tp=26, ts=26, x0=765354752, x1=1000001
B, tp=26, ts=26, x0=291110056, x1=317692450
B, tp=26, ts=26, x0=591491876, x1=242742100
C, tp=26, ts=26, x0=613496536, x1=1000002
C, tp=26, ts=26, x0=191633308, x1=1000001
B, tp=26, ts=26, x0=510068232, x1=323580967
A, tp=26, ts=26, x0=233087976, x1=5
C, tp=26, ts=26, x0=590367097, x1=1000002
B, tp=26, ts=26, x0=576365972, x1=915864830
A, tp=26, ts=26, x0=375661013, x1=103
B, tp=26, ts=26, x0=543022682, x1=456052584
C, tp=26, ts=26, x0=644857105, x1=1000001
B, tp=26, ts=26, x0=929979151, x1=541140145
B, tp=26, ts=26, x0=762441016, x1=798500833
C, tp=26, ts=26, x0=359155571, x1=1000002
C, tp=26, ts=26, x0=559057523, x1=1000001
B, tp=26, ts=26, x0=576628621, x1=528887363
B, tp=26, ts=26, x0=816512214, x1=943378684
B, tp=26, ts=26, x0=114692500, x1=464603973
B, tp=26, ts=26, x0=291987100, x1=472035429
B, tp=26, ts=26, x0=573057575, x1=65772141
B, tp=26, ts=26, x0=909764424, x1=404987689
B, tp=26, ts=26, x0=941966491, x1=37856139
B, tp=26, ts=26, x0=851830436, x1=664415838
C, tp=26, ts=26, x0=529865214, x1=1000002
C, tp=26, ts=26, x0=394625764, x1=1000001
C, tp=26, ts=26, x0=862722009, x1=1000001
B, tp=26, ts=26, x0=86118608, x1=56178389
B, tp=26, ts=26, x0=249442224, x1=175717028
B, tp=26, ts=26, x0=751937922, x1=507013191
C, tp=26, ts=26, x0=544277119, x1=1000002
B, tp=26, ts=26, x0=606146682, x1=99709754
A, tp=26, ts=26, x0=8694253, x1=798470289
C, tp=26, ts=26, x0=45474089, x1=1000001
B, tp=26, ts=26, x0=152805524, x1=782693407
C, tp=26, ts=26, x0=247710480, x1=1000002
B, tp=26, ts=26, x0=28917741, x1=5697613
B, tp=26, ts=26, x0=733398507, x1=24551318
B, tp=26, ts=26, x0=634052889, x1=570366526
A, tp=26, ts=26, x0=18421422, x1=4
B, tp=26, ts=26, x0=700144238, x1=215349246
B, tp=26, ts=26, x0=353186902, x1=4612916
B, tp=26, ts=26, x0=624794957, x1=230587852
A, tp=26, ts=26, x0=128236031, x1=633750424
C, tp=26, ts=26, x0=839149340, x1=1000001
A, tp=26, ts=26, x0=541227425, x1=6
B, tp=26, ts=26, x0=498698193, x1=69915917
C, tp=26, ts=26, x0=628423034, x1=1000002
B, tp=26, ts=26, x0=257942081, x1=52912560
C, tp=26, ts=26, x0=60141922, x1=1000019
A, tp=26, ts=26, x0=86218821, x1=4
B, tp=26, ts=26, x0=204658003, x1=944683682
C, tp=26, ts=26, x0=661249625, x1=1000001
B, tp=26, ts=26, x0=879467039, x1=530591979
B, tp=26, ts=26, x0=631701669, x1=106712812
C, tp=26, ts=26, x0=324343803, x1=1000001
B, tp=26, ts=26, x0=697793192, x1=415686196
B, tp=26, ts=26, x0=214028595, x1=805018319
B, tp=26, ts=26, x0=885057516, x1=481855509
B, tp=26, ts=26, x0=560870627, x1=865242610
C, tp=26, ts=26, x0=525423889, x1=1000001
B, tp=26, ts=26, x0=11774741, x1=973153157
B, tp=26, ts=26, x0=65483112, x1=76062659
C, tp=26, ts=26, x0=86656237, x1=1000001
C, tp=26, ts=26, x0=776286272, x1=1000002
B, tp=26, ts=26, x0=116259402, x1=546467813
B, tp=26, ts=26, x0=429917955, x1=771999913
B, tp=26, ts=26, x0=367277997, x1=499419503
A, tp=26, ts=26, x0=708664418, x1=4
C, tp=26, ts=26, x0=573787791, x1=1000001
B, tp=26, ts=26, x0=830456060, x1=260193804
B, tp=26, ts=26, x0=526618674, x1=889058769
A, tp=26, ts=26, x0=172318425, x1=5
B, tp=26, ts=26, x0=126184479, x1=95749391
B, tp=26, ts=26, x0=790930329, x1=235979235
C, tp=26, ts=26, x0=987410784, x1=1000001
C, tp=26, ts=26, x0=232931772, x1=1000001
B, tp=26, ts=26, x0=629797576, x1=423866791
B, tp=26, ts=26, x0=191687007, x1=291483995
B, tp=26, ts=26, x0=649478230, x1=198757517
C, tp=26, ts=26, x0=465413262, x1=1000001
C, tp=26, ts=26, x0=138999612, x1=1000001
C, tp=26, ts=26, x0=992170284, x1=1000001
C, tp=26, ts=26, x0=563996816, x1=1000001
C, tp=26, ts=26, x0=938297294, x1=1000001
A, tp=26, ts=26, x0=999291754, x1=8
A, tp=26, ts=26, x0=888128056, x1=4
B, tp=26, ts=26, x0=639063728, x1=888759134
A, tp=26, ts=26, x0=786645570, x1=12
C, tp=26, ts=26, x0=120103317, x1=1000001
B, tp=26, ts=26, x0=517887283, x1=442905491
C, tp=26, ts=26, x0=867403239, x1=1000008
B, tp=26, ts=26, x0=635592103, x1=995487260
B, tp=26, ts=26, x0=83670853, x1=440597756
C, tp=26, ts=26, x0=110359818, x1=1000001
C, tp=26, ts=26, x0=412006103, x1=1000002
B, tp=26, ts=26, x0=611063469, x1=367771775
C, tp=26, ts=26, x0=85016076, x1=1000001
C, tp=26, ts=26, x0=734067518, x1=1000001
B, tp=26, ts=26, x0=385722956, x1=149779397
A, tp=26, ts=26, x0=477170020, x1=4
B, tp=26, ts=26, x0=477170020, x1=49007134
C, tp=26, ts=26, x0=500066358, x1=1000001
C, tp=26, ts=26, x0=523449195, x1=1000001
A, tp=26, ts=26, x0=130335722, x1=8
C, tp=26, ts=26, x0=132028478, x1=1000001
C, tp=26, ts=26, x0=578590525, x1=1000001
C, tp=26, ts=26, x0=511718512, x1=1000001
C, tp=26, ts=26, x0=215423647, x1=1000001
B, tp=26, ts=26, x0=408804616, x1=792963514
B, tp=26, ts=26, x0=558089426, x1=117607941
C, tp=26, ts=26, x0=922729364, x1=1000001
B, tp=26, ts=26, x0=65263530, x1=309654492
B, tp=26, ts=26, x0=869484316, x1=665157004
B, tp=26, ts=26, x0=26777522, x1=26938352
C, tp=26, ts=26, x0=542578479, x1=1000001
B, tp=26, ts=26, x0=725637691, x1=905387270
C, tp=26, ts=26, x0=603215874, x1=1000011
A, tp=26, ts=26, x0=634789387, x1=10
C, tp=26, ts=26, x0=418609412, x1=1000001
B, tp=26, ts=26, x0=116468635, x1=835584099
B, tp=26, ts=26, x0=124083568, x1=849688124
B, tp=26, ts=26, x0=818913968, x1=584705990
C, tp=26, ts=26, x0=456361482, x1=1000002
C, tp=26, ts=26, x0=252137180, x1=1000001
C, tp=26, ts=26, x0=612520417, x1=1000001
B, tp=26, ts=26, x0=38454580, x1=307350496
A, tp=26, ts=26, x0=315109967, x1=15
C, tp=26, ts=26, x0=414147913, x1=1000001
C, tp=26, ts=26, x0=674594702, x1=1000001
C, tp=26, ts=26, x0=508754714, x1=1000008
C, tp=26, ts=26, x0=874032133, x1=1000001
C, tp=26, ts=26, x0=560217366, x1=1000001
B, tp=26, ts=26, x0=243452682, x1=513210954
A, tp=26, ts=26, x0=243533704, x1=4
C, tp=26, ts=26, x0=524491636, x1=1000001
C, tp=26, ts=26, x0=359974968, x1=1000018
B, tp=26, ts=26, x0=94496577, x1=866467800
C, tp=26, ts=26, x0=735897083, x1=1000014
C, tp=26, ts=26, x0=656558541, x1=1000001
C, tp=26, ts=26, x0=739671186, x1=1000001
C, tp=26, ts=26, x0=906366786, x1=1000006
B, tp=26, ts=26, x0=75520676, x1=906541397
C, tp=26, ts=26, x0=157440611, x1=1000006
C, tp=26, ts=26, x0=942360815, x1=1000001
B, tp=26, ts=26, x0=114353184, x1=638507198
A, tp=26, ts=26, x0=945018773, x1=14
B, tp=26, ts=26, x0=148670785, x1=487677493
B, tp=26, ts=26, x0=72961458, x1=583209183
C, tp=26, ts=26, x0=885775844, x1=1000001
B, tp=26, ts=26, x0=483950974, x1=928351885
C, tp=26, ts=26, x0=952926986, x1=1000001
B, tp=26, ts=26, x0=473037278, x1=133460228
B, tp=26, ts=26, x0=151119119, x1=881728374
A, tp=26, ts=26, x0=41537433, x1=64
A, tp=26, ts=26, x0=951481183, x1=8
B, tp=26, ts=26, x0=457488492, x1=790355074
A, tp=26, ts=26, x0=999327394, x1=26
C, tp=26, ts=26, x0=318021053, x1=1000001
A, tp=26, ts=26, x0=381246595, x1=4
B, tp=26, ts=26, x0=471228017, x1=218984221
A, tp=26, ts=26, x0=465984583, x1=5
B, tp=26, ts=26, x0=809758097, x1=840711515
B, tp=26, ts=26, x0=566915170, x1=331077823
C, tp=26, ts=26, x0=731073256, x1=1000034
B, tp=26, ts=26, x0=326664033, x1=458533235
C, tp=26, ts=26, x0=969092630, x1=1000003
C, tp=26, ts=26, x0=964424152, x1=1000002
B, tp=26, ts=26, x0=201394504, x1=786062808
C, tp=26, ts=26, x0=841686401, x1=1000004
B, tp=26, ts=26, x0=608012503, x1=769925872
C, tp=26, ts=26, x0=574685629, x1=1000006
C, tp=26, ts=26, x0=846629725, x1=1000002
B, tp=26, ts=26, x0=774272100, x1=759829084
C, tp=26, ts=26, x0=917855110, x1=1000001
C, tp=26, ts=26, x0=607151309, x1=1000001
C, tp=26, ts=26, x0=787805983, x1=1000004
C, tp=26, ts=26, x0=778625246, x1=1000001
C, tp=26, ts=26, x0=51813267, x1=1000001
B, tp=26, ts=26, x0=96798419, x1=627953968
C, tp=26, ts=26, x0=527807480, x1=1000001
B, tp=26, ts=26, x0=786467508, x1=254682305
C, tp=26, ts=26, x0=420791361, x1=1000002
C, tp=26, ts=26, x0=69571555, x1=1000001
B, tp=26, ts=26, x0=395352026, x1=947461179
B, tp=26, ts=26, x0=889767150, x1=261968673
B, tp=26, ts=26, x0=275895575, x1=527799040
A, tp=26, ts=26, x0=682454704, x1=5
A, tp=26, ts=26, x0=999920353, x1=4
C, tp=26, ts=26, x0=724149276, x1=1000001
B, tp=26, ts=26, x0=764625543, x1=871855597
A, tp=26, ts=26, x0=637470840, x1=4
C, tp=26, ts=26, x0=989306651, x1=1000017
B, tp=26, ts=26, x0=861742057, x1=126058649
B, tp=26, ts=26, x0=803492060, x1=211539930
B, tp=26, ts=26, x0=732769101, x1=994271715
B, tp=26, ts=26, x0=768844082, x1=694382576
B, tp=26, ts=26, x0=319822970, x1=838887467
B, tp=26, ts=26, x0=994265582, x1=362336492
C, tp=26, ts=26, x0=447812404, x1=1000002
B, tp=26, ts=26, x0=129886443, x1=247863119
B, tp=26, ts=26, x0=701802035, x1=94358981
A, tp=26, ts=26, x0=5433376, x1=4
C, tp=26, ts=26, x0=381198818, x1=1000001
C, tp=26, ts=26, x0=235007794, x1=1000001
B, tp=26, ts=26, x0=590339684, x1=920559776
C, tp=26, ts=26, x0=164033592, x1=1000001
B, tp=26, ts=26, x0=314217461, x1=913695862
C, tp=26, ts=26, x0=317211775, x1=1000001
C, tp=26, ts=26, x0=871899408, x1=1000002
B, tp=26, ts=26, x0=269208410, x1=729805289
C, tp=26, ts=26, x0=749595214, x1=1000005
B, tp=26, ts=26, x0=454642725, x1=994097684
B, tp=26, ts=26, x0=902513488, x1=973617064
C, tp=26, ts=26, x0=737557554, x1=1000001
C, tp=26, ts=26, x0=656930952, x1=1000001
C, tp=26, ts=26, x0=2570856, x1=1000001
C, tp=26, ts=26, x0=142357871, x1=1000001
B, tp=26, ts=26, x0=141381343, x1=645410562
C, tp=26, ts=26, x0=587445764, x1=1000001
A, tp=26, ts=26, x0=119608680, x1=6
B, tp=26, ts=26, x0=429175304, x1=249385237
C, tp=26, ts=26, x0=540126005, x1=1000010
B, tp=26, ts=26, x0=450406460, x1=402261851
B, tp=26, ts=26, x0=267546708, x1=411374335
C, tp=26, ts=26, x0=773703942, x1=1000008
B, tp=26, ts=26, x0=663853859, x1=32205653
C, tp=26, ts=26, x0=459450074, x1=1000004
C, tp=26, ts=26, x0=465024862, x1=1000005
C, tp=26, ts=26, x0=585682264, x1=1000001
A, tp=26, ts=26, x0=227505055, x1=981910390
B, tp=26, ts=26, x0=501830568, x1=21990746
C, tp=26, ts=26, x0=311959000, x1=1000004
B, tp=26, ts=26, x0=504454766, x1=393604054
B, tp=26, ts=26, x0=892812594, x1=945825914
C, tp=26, ts=26, x0=410018792, x1=1000002
B, tp=26, ts=26, x0=539427975, x1=964535742
B, tp=26, ts=26, x0=100476455, x1=268163240
B, tp=26, ts=26, x0=722500247, x1=671051450
C, tp=26, ts=26, x0=540814913, x1=1000017
C, tp=26, ts=26, x0=444830648, x1=1000001
C, tp=26, ts=26, x0=729202710, x1=1000014
A, tp=26, ts=26, x0=138110573, x1=120
B, tp=26, ts=26, x0=45245833, x1=202568829
B, tp=26, ts=26, x0=37879283, x1=991533789
C, tp=26, ts=26, x0=772522187, x1=1000001
B, tp=26, ts=26, x0=744243356, x1=964696814
C, tp=26, ts=26, x0=152696167, x1=1000027
C, tp=26, ts=26, x0=353763314, x1=1000003
C, tp=26, ts=26, x0=184535393, x1=1000001
B, tp=26, ts=26, x0=480075614, x1=264313448
C, tp=26, ts=26, x0=199954632, x1=1000001
B, tp=26, ts=26, x0=770767766, x1=550522013
B, tp=26, ts=26, x0=211088271, x1=461227121
C, tp=26, ts=26, x0=603291944, x1=1000001
C, tp=26, ts=26, x0=719724589, x1=1000001
C, tp=26, ts=26, x0=634923482, x1=1000001
A, tp=26, ts=26, x0=770080210, x1=282
C, tp=26, ts=26, x0=198636574, x1=1000001
B, tp=26, ts=26, x0=413472108, x1=703061542
B, tp=26, ts=26, x0=95444676, x1=84126678
B, tp=26, ts=26, x0=378662241, x1=651629248
C, tp=26, ts=26, x0=212142883, x1=1000001
B, tp=26, ts=26, x0=269494478, x1=618852700
C, tp=26, ts=26, x0=987574084, x1=1000001
B, tp=26, ts=26, x0=636318223, x1=875848658
B, tp=26, ts=26, x0=549966055, x1=331581613
A, tp=26, ts=26, x0=380254059, x1=5
C, tp=26, ts=26, x0=99030708, x1=1000001
B, tp=26, ts=26, x0=295166865, x1=723181720
C, tp=26, ts=26, x0=15162987, x1=1000001
C, tp=26, ts=26, x0=185517929, x1=1000001
A, tp=26, ts=26, x0=174824081, x1=4
B, tp=26, ts=26, x0=971952708, x1=185963514
C, tp=26, ts=26, x0=930029585, x1=1000001
C, tp=26, ts=26, x0=855982820, x1=1000001
C, tp=26, ts=26, x0=194686858, x1=1000007
A, tp=26, ts=26, x0=382628530, x1=4
B, tp=26, ts=26, x0=382628530, x1=426657502
B, tp=26, ts=26, x0=385237830, x1=25780757
B, tp=26, ts=26, x0=357560472, x1=55756288
B, tp=26, ts=26, x0=745030716, x1=109548091
B, tp=26, ts=26, x0=847122424, x1=34698954
B, tp=26, ts=26, x0=67696018, x1=288748786
B, tp=26, ts=26, x0=467212304, x1=720112707
C, tp=26, ts=26, x0=861373667, x1=1000001
B, tp=26, ts=26, x0=445436241, x1=53217698
C, tp=26, ts=26, x0=382384357, x1=1000001
C, tp=26, ts=26, x0=254758011, x1=1000001
C, tp=26, ts=26, x0=319411441, x1=1000003
C, tp=26, ts=26, x0=559240009, x1=1000001
B, tp=26, ts=26, x0=199178124, x1=88287001
C, tp=26, ts=26, x0=498461497, x1=1000002
B, tp=26, ts=26, x0=426789651, x1=416096679
C, tp=26, ts=26, x0=8429281, x1=1000001
B, tp=26, ts=26, x0=168205027, x1=779757081
B, tp=26, ts=26, x0=12465728, x1=599481264
B, tp=26, ts=26, x0=55029201, x1=929467628
B, tp=26, ts=26, x0=695507729, x1=970536967
C, tp=26, ts=26, x0=530085161, x1=1000001
C, tp=26, ts=26, x0=947817176, x1=1000001
B, tp=26, ts=26, x0=233436881, x1=301948325
B, tp=26, ts=26, x0=687770778, x1=921688168
B, tp=26, ts=26, x0=726913683, x1=115990952
C, tp=26, ts=26, x0=942094855, x1=1000001
C, tp=26, ts=26, x0=12563680, x1=1000002
A, tp=26, ts=26, x0=610931534, x1=8
B, tp=26, ts=26, x0=610931534, x1=770641959
B, tp=26, ts=26, x0=849026583, x1=16841018
A, tp=26, ts=26, x0=815849282, x1=4
C, tp=26, ts=26, x0=493603975, x1=1000001
C, tp=26, ts=26, x0=805998277, x1=1000001
A, tp=26, ts=26, x0=461051372, x1=4
B, tp=26, ts=26, x0=887549736, x1=261481716
C, tp=26, ts=26, x0=657427332, x1=1000002
C, tp=26, ts=26, x0=862347058, x1=1000001
C, tp=26, ts=26, x0=11089220, x1=1000001
B, tp=26, ts=26, x0=239064503, x1=430615758
C, tp=26, ts=26, x0=638873977, x1=1000001
C, tp=26, ts=26, x0=556486100, x1=1000001
C, tp=26, ts=26, x0=379235747, x1=1000001
C, tp=26, ts=26, x0=558656396, x1=1000001
A, tp=26, ts=26, x0=941469073, x1=15
C, tp=26, ts=26, x0=958024230, x1=1000001
C, tp=26, ts=26, x0=728677835, x1=1000004
B, tp=26, ts=26, x0=142113569, x1=289981769
B, tp=26, ts=26, x0=266704601, x1=935250580
B, tp=26, ts=26, x0=659432897, x1=654442842
C, tp=26, ts=26, x0=736868866, x1=1000001
C, tp=26, ts=26, x0=77421784, x1=1000001
C, tp=26, ts=26, x0=919189630, x1=1000001
C, tp=26, ts=26, x0=276490296, x1=1000001
B, tp=26, ts=26, x0=913327385, x1=149404994
B, tp=26, ts=26, x0=136789221, x1=217137130
B, tp=26, ts=26, x0=630832140, x1=39174126
C, tp=26, ts=26, x0=182067116, x1=1000001
C, tp=26, ts=26, x0=211921339, x1=1000001
B, tp=26, ts=26, x0=839910109, x1=550728802
B, tp=26, ts=26, x0=945515216, x1=678236277
B, tp=26, ts=26, x0=656516761, x1=465133321
C, tp=26, ts=26, x0=730574589, x1=1000001
C, tp=26, ts=26, x0=631328173, x1=1000001
C, tp=26, ts=26, x0=865361804, x1=1000004
C, tp=26, ts=26, x0=972837997, x1=1000001
C, tp=26, ts=26, x0=939388205, x1=1000001
B, tp=26, ts=26, x0=12707116, x1=57404510
B, tp=26, ts=26, x0=932623625, x1=303786574
B, tp=26, ts=26, x0=622344117, x1=920641163
C, tp=26, ts=26, x0=849820797, x1=1000002
B, tp=26, ts=26, x0=687452650, x1=189463840
B, tp=26, ts=26, x0=335183561, x1=587303748
B, tp=26, ts=26, x0=849318503, x1=574079366
C, tp=26, ts=26, x0=457662152, x1=1000001
C, tp=26, ts=26, x0=370565158, x1=1000002
C, tp=26, ts=26, x0=925183495, x1=1000001
B, tp=26, ts=26, x0=941754237, x1=632673268
C, tp=26, ts=26, x0=835114856, x1=1000001
B, tp=26, ts=26, x0=625654942, x1=193208240
A, tp=26, ts=26, x0=876624353, x1=24
C, tp=26, ts=26, x0=407516045, x1=1000001
A, tp=26, ts=26, x0=505327048, x1=65802
B, tp=26, ts=26, x0=805021133, x1=703723486
C, tp=26, ts=26, x0=854723048, x1=1000002
B, tp=26, ts=26, x0=139105151, x1=157862555
B, tp=26, ts=26, x0=481648566, x1=270228912
B, tp=26, ts=26, x0=598775424, x1=42834081
B, tp=26, ts=26, x0=564990551, x1=356998317
B, tp=26, ts=26, x0=236207615, x1=711327249
A, tp=26, ts=26, x0=141078630, x1=9
C, tp=26, ts=26, x0=63913699, x1=1000001
B, tp=26, ts=26, x0=921952315, x1=881077846
C, tp=26, ts=26, x0=941307612, x1=1000001
B, tp=26, ts=26, x0=253040075, x1=352843354
C, tp=26, ts=26, x0=259506781, x1=1000008
C, tp=26, ts=26, x0=164589612, x1=1000001
C, tp=26, ts=26, x0=720369100, x1=1000001
C, tp=26, ts=26, x0=609537860, x1=1000001
B, tp=26, ts=26, x0=489222109, x1=377941131
C, tp=26, ts=26, x0=411090299, x1=1000002
C, tp=26, ts=26, x0=276829516, x1=1000001
C, tp=26, ts=26, x0=225253797, x1=1000001
B, tp=26, ts=26, x0=836006298, x1=453907043
B, tp=26, ts=26, x0=4356031, x1=988864237
B, tp=26, ts=26, x0=471739589, x1=33103094
B, tp=26, ts=26, x0=528319173, x1=185058697
C, tp=26, ts=26, x0=498221683, x1=1000011
B, tp=26, ts=26, x0=677836785, x1=176318849
A, tp=26, ts=26, x0=284842228, x1=791636110
A, tp=26, ts=26, x0=677485786, x1=4
B, tp=26, ts=26, x0=939231615, x1=170853304
C, tp=26, ts=26, x0=854653313, x1=1000001
C, tp=26, ts=26, x0=550964766, x1=1000008
B, tp=26, ts=26, x0=798274692, x1=763743114
C, tp=26, ts=26, x0=32868456, x1=1000001
A, tp=26, ts=26, x0=76486287, x1=4
A, tp=26, ts=26, x0=299416153, x1=5
A, tp=26, ts=26, x0=353026513, x1=17
B, tp=26, ts=26, x0=570737672, x1=396483373
B, tp=26, ts=26, x0=755494291, x1=80719586
>WATERMARK 26<
C, tp=27, ts=27, x0=83431573, x1=968474166
C, tp=27, ts=27, x0=415439461, x1=565025828
C, tp=27, ts=27, x0=387517622, x1=539075389
C, tp=27, ts=27, x0=991595223, x1=583425457
C, tp=27, ts=27, x0=8694253, x1=12457242
A, tp=27, ts=27, x0=433154359, x1=5
B, tp=27, ts=27, x0=538387895, x1=870157575
C, tp=27, ts=27, x0=256197513, x1=883498339
B, tp=27, ts=27, x0=994162435, x1=231820458
C, tp=27, ts=27, x0=752640979, x1=535122576
B, tp=27, ts=27, x0=719538388, x1=981513456
C, tp=27, ts=27, x0=950040110, x1=936504409
C, tp=27, ts=27, x0=63157008, x1=275011287
B, tp=27, ts=27, x0=154023841, x1=384909996
B, tp=27, ts=27, x0=421552157, x1=601121121
B, tp=27, ts=27, x0=558944743, x1=954324853
C, tp=27, ts=27, x0=158108932, x1=1778122
B, tp=27, ts=27, x0=988941033, x1=877465329
B, tp=27, ts=27, x0=134228478, x1=208285764
B, tp=27, ts=27, x0=25289041, x1=232750864
C, tp=27, ts=27, x0=345860137, x1=779883012
A, tp=27, ts=27, x0=436624635, x1=4
B, tp=27, ts=27, x0=729735912, x1=296320142
B, tp=27, ts=27, x0=100639472, x1=452312305
B, tp=27, ts=27, x0=920538685, x1=745101114
C, tp=27, ts=27, x0=360796545, x1=1000001
C, tp=27, ts=27, x0=920923311, x1=1000037
B, tp=27, ts=27, x0=640803805, x1=899446036
B, tp=27, ts=27, x0=194690793, x1=720627497
C, tp=27, ts=27, x0=481978569, x1=1000001
B, tp=27, ts=27, x0=841327854, x1=753872721
C, tp=27, ts=27, x0=292253838, x1=1000001
B, tp=27, ts=27, x0=113982304, x1=685730479
B, tp=27, ts=27, x0=26884443, x1=261874897
C, tp=27, ts=27, x0=246122453, x1=1000001
C, tp=27, ts=27, x0=586100583, x1=1000002
A, tp=27, ts=27, x0=834716389, x1=11
B, tp=27, ts=27, x0=929765197, x1=185577120
B, tp=27, ts=27, x0=789948031, x1=139100300
A, tp=27, ts=27, x0=194530374, x1=905855107
C, tp=27, ts=27, x0=384122846, x1=1000001
A, tp=27, ts=27, x0=117736509, x1=26
C, tp=27, ts=27, x0=560098048, x1=1000001
C, tp=27, ts=27, x0=538642285, x1=1000003
B, tp=27, ts=27, x0=485152400, x1=184090255
B, tp=27, ts=27, x0=632170348, x1=119809120
B, tp=27, ts=27, x0=655595368, x1=459246569
A, tp=27, ts=27, x0=772748197, x1=19
B, tp=27, ts=27, x0=76973105, x1=840147867
C, tp=27, ts=27, x0=489263925, x1=1000002
C, tp=27, ts=27, x0=86034555, x1=1000002
C, tp=27, ts=27, x0=424990614, x1=1000001
B, tp=27, ts=27, x0=697645058, x1=651823518
B, tp=27, ts=27, x0=62267212, x1=83800004
