C, tp=0, ts=0, x0=373321178, x1=1000005
C, tp=30, ts=30, x0=115475001, x1=1000001
C, tp=30, ts=30, x0=997619929, x1=1000001
A, tp=30, ts=30, x0=193222091, x1=4
B, tp=30, ts=30, x0=6, x1=653897678
B, tp=30, ts=30, x0=5, x1=225371856
C, tp=30, ts=30, x0=857923847, x1=1000001
A, tp=30, ts=30, x0=767629125, x1=4
B, tp=30, ts=30, x0=69577248, x1=560820714
C, tp=30, ts=30, x0=578948976, x1=1000001
A, tp=30, ts=30, x0=142825244, x1=1172
B, tp=30, ts=30, x0=58, x1=733782202
A, tp=30, ts=30, x0=292523512, x1=4
B, tp=30, ts=30, x0=31, x1=917366455
B, tp=30, ts=30, x0=4, x1=965491534
C, tp=30, ts=30, x0=94215817, x1=1000002
C, tp=30, ts=30, x0=765359612, x1=1000001
C, tp=30, ts=30, x0=120658791, x1=1000008
B, tp=30, ts=30, x0=4, x1=33007363
B, tp=30, ts=30, x0=4, x1=134361562
C, tp=30, ts=30, x0=891260266, x1=1000006
B, tp=30, ts=30, x0=4, x1=221132026
B, tp=30, ts=30, x0=7, x1=901989878
C, tp=30, ts=30, x0=694724501, x1=1000001
C, tp=30, ts=30, x0=454275145, x1=1000002
C, tp=30, ts=30, x0=623886326, x1=1000004
C, tp=30, ts=30, x0=544285992, x1=1000002
C, tp=30, ts=30, x0=879597680, x1=1000002
C, tp=30, ts=30, x0=584986519, x1=1000003
B, tp=30, ts=30, x0=45, x1=784423826
B, tp=30, ts=30, x0=66, x1=566860228
C, tp=30, ts=30, x0=538628268, x1=1000001
A, tp=30, ts=30, x0=422231312, x1=20
B, tp=30, ts=30, x0=31, x1=227571804
C, tp=30, ts=30, x0=585985000, x1=1000002
B, tp=30, ts=30, x0=23, x1=269996280
B, tp=30, ts=30, x0=986434542, x1=275355364
B, tp=30, ts=30, x0=4, x1=175819543
B, tp=30, ts=30, x0=4, x1=528737115
A, tp=30, ts=30, x0=966891106, x1=4
A, tp=30, ts=30, x0=296159827, x1=5
B, tp=30, ts=30, x0=7, x1=39475315
B, tp=30, ts=30, x0=5, x1=396855029
C, tp=30, ts=30, x0=941342734, x1=1000001
B, tp=30, ts=30, x0=4, x1=606783759
C, tp=30, ts=30, x0=726678060, x1=1000001
B, tp=30, ts=30, x0=886839083, x1=783053411
A, tp=30, ts=30, x0=183873387, x1=357511740
A, tp=30, ts=30, x0=988485375, x1=4
B, tp=30, ts=30, x0=5, x1=941754237
B, tp=30, ts=30, x0=9, x1=146831269
B, tp=30, ts=30, x0=4, x1=839184629
C, tp=30, ts=30, x0=629783531, x1=1000001
C, tp=30, ts=30, x0=729981986, x1=1000002
B, tp=30, ts=30, x0=8, x1=835640585
C, tp=30, ts=30, x0=22717910, x1=1000001
A, tp=30, ts=30, x0=870969581, x1=862914126
A, tp=30, ts=30, x0=648305706, x1=9
C, tp=30, ts=30, x0=240747765, x1=1000001
B, tp=30, ts=30, x0=128, x1=628749987
A, tp=30, ts=30, x0=786383890, x1=915754289
C, tp=30, ts=30, x0=804715984, x1=1000001
B, tp=30, ts=30, x0=18, x1=670306853
B, tp=30, ts=30, x0=126, x1=695728126
A, tp=30, ts=30, x0=772776975, x1=16
C, tp=30, ts=30, x0=537596565, x1=1000002
B, tp=30, ts=30, x0=10, x1=247650141
B, tp=30, ts=30, x0=16, x1=141892813
B, tp=30, ts=30, x0=5, x1=452014401
B, tp=30, ts=30, x0=1277, x1=821575982
C, tp=30, ts=30, x0=383145870, x1=1000001
B, tp=30, ts=30, x0=3, x1=356954940
C, tp=30, ts=30, x0=330495572, x1=1000003
A, tp=30, ts=30, x0=776648312, x1=7
A, tp=30, ts=30, x0=918555797, x1=5
B, tp=30, ts=30, x0=1, x1=254600448
B, tp=30, ts=30, x0=1, x1=532025803
B, tp=30, ts=30, x0=5, x1=934205710
C, tp=30, ts=30, x0=288840422, x1=1000001
B, tp=30, ts=30, x0=2, x1=324650510
B, tp=30, ts=30, x0=1, x1=497394975
B, tp=30, ts=30, x0=1, x1=889972105
B, tp=30, ts=30, x0=6, x1=313236879
C, tp=30, ts=30, x0=702650098, x1=1000001
C, tp=30, ts=30, x0=8783157, x1=1000006
A, tp=30, ts=30, x0=644356737, x1=62
B, tp=30, ts=30, x0=7, x1=470671959
B, tp=30, ts=30, x0=1, x1=619386466
B, tp=30, ts=30, x0=5, x1=699827227
B, tp=30, ts=30, x0=3, x1=982151814
C, tp=30, ts=30, x0=391144877, x1=1000001
C, tp=30, ts=30, x0=800522587, x1=1000002
C, tp=30, ts=30, x0=392439041, x1=1000003
B, tp=30, ts=30, x0=1, x1=167720531
B, tp=30, ts=30, x0=1, x1=744561755
B, tp=30, ts=30, x0=7425, x1=843245696
B, tp=30, ts=30, x0=2, x1=9256867
B, tp=30, ts=30, x0=5227, x1=770920816
B, tp=30, ts=30, x0=1, x1=98127147
C, tp=30, ts=30, x0=707467696, x1=1000001
C, tp=30, ts=30, x0=274048000, x1=1000003
C, tp=30, ts=30, x0=945925155, x1=1000001
B, tp=30, ts=30, x0=1, x1=461023618
B, tp=30, ts=30, x0=30, x1=327915704
B, tp=30, ts=30, x0=1, x1=704489981
B, tp=30, ts=30, x0=165, x1=66355118
C, tp=30, ts=30, x0=424065269, x1=1000003
C, tp=30, ts=30, x0=842938113, x1=1000001
B, tp=30, ts=30, x0=2, x1=580848240
B, tp=30, ts=30, x0=1, x1=71315207
B, tp=30, ts=30, x0=1, x1=23194308
C, tp=30, ts=30, x0=991769366, x1=1000001
A, tp=30, ts=30, x0=523593728, x1=6
C, tp=30, ts=30, x0=86651823, x1=1000002
C, tp=30, ts=30, x0=656794217, x1=1000001
C, tp=30, ts=30, x0=888819866, x1=1000002
C, tp=30, ts=30, x0=344637458, x1=1000001
C, tp=30, ts=30, x0=154078939, x1=1000004
C, tp=30, ts=30, x0=39902871, x1=1000001
B, tp=30, ts=30, x0=98, x1=73396118
B, tp=30, ts=30, x0=2145, x1=382244041
C, tp=30, ts=30, x0=625131013, x1=1000001
B, tp=30, ts=30, x0=1, x1=159620349
B, tp=30, ts=30, x0=11, x1=782690373
C, tp=30, ts=30, x0=545000481, x1=1000001
C, tp=30, ts=30, x0=316811546, x1=1000009
B, tp=30, ts=30, x0=2, x1=850659286
B, tp=30, ts=30, x0=1, x1=523255977
C, tp=30, ts=30, x0=670245606, x1=1000001
B, tp=30, ts=30, x0=1, x1=59343665
C, tp=30, ts=30, x0=155664221, x1=1000001
B, tp=30, ts=30, x0=3, x1=275971420
B, tp=30, ts=30, x0=1, x1=455382975
B, tp=30, ts=30, x0=83, x1=811272734
C, tp=30, ts=30, x0=923388480, x1=1000009
C, tp=30, ts=30, x0=46747432, x1=1000001
C, tp=30, ts=30, x0=733795547, x1=1000001
C, tp=30, ts=30, x0=546051273, x1=1000004
B, tp=30, ts=30, x0=1, x1=904722329
B, tp=30, ts=30, x0=4, x1=517781567
B, tp=30, ts=30, x0=2, x1=489945321
B, tp=30, ts=30, x0=1, x1=562093451
B, tp=30, ts=30, x0=15, x1=707437536
C, tp=30, ts=30, x0=783486662, x1=1000004
B, tp=30, ts=30, x0=72, x1=537364940
B, tp=30, ts=30, x0=2, x1=589396578
C, tp=30, ts=30, x0=18428640, x1=1000002
B, tp=30, ts=30, x0=1, x1=262023568
A, tp=30, ts=30, x0=671320034, x1=4
B, tp=30, ts=30, x0=89, x1=286334948
B, tp=30, ts=30, x0=1, x1=707187794
B, tp=30, ts=30, x0=1, x1=764557622
C, tp=30, ts=30, x0=275997176, x1=1000001
B, tp=30, ts=30, x0=240, x1=983017284
B, tp=30, ts=30, x0=3, x1=447083077
C, tp=30, ts=30, x0=268364886, x1=1000001
C, tp=30, ts=30, x0=610849064, x1=1000002
B, tp=30, ts=30, x0=1, x1=318169789
B, tp=30, ts=30, x0=1, x1=857568131
B, tp=30, ts=30, x0=2, x1=756744261
C, tp=30, ts=30, x0=715844236, x1=1000001
B, tp=30, ts=30, x0=1, x1=811744316
C, tp=30, ts=30, x0=1845645, x1=1000001
B, tp=30, ts=30, x0=2, x1=212214363
A, tp=30, ts=30, x0=550679474, x1=5
C, tp=30, ts=30, x0=397755865, x1=1000001
C, tp=30, ts=30, x0=745951655, x1=1000003
B, tp=30, ts=30, x0=228, x1=517775166
A, tp=30, ts=30, x0=475833329, x1=4
B, tp=30, ts=30, x0=2, x1=588408582
B, tp=30, ts=30, x0=1, x1=192817896
C, tp=30, ts=30, x0=550299854, x1=1000001
B, tp=30, ts=30, x0=4, x1=739965370
B, tp=30, ts=30, x0=6, x1=934415952
B, tp=30, ts=30, x0=1, x1=418822685
B, tp=30, ts=30, x0=2, x1=758679278
B, tp=30, ts=30, x0=1, x1=174385633
C, tp=30, ts=30, x0=492655229, x1=1000001
C, tp=30, ts=30, x0=83263454, x1=1000001
B, tp=30, ts=30, x0=172, x1=949203437
C, tp=30, ts=30, x0=734285381, x1=1000003
B, tp=30, ts=30, x0=11, x1=860026463
B, tp=30, ts=30, x0=1, x1=876027216
B, tp=30, ts=30, x0=11, x1=436208950
C, tp=30, ts=30, x0=450646961, x1=1000008
A, tp=30, ts=30, x0=786128349, x1=12
C, tp=30, ts=30, x0=287216172, x1=1000001
B, tp=30, ts=30, x0=1, x1=984746460
B, tp=30, ts=30, x0=154201, x1=274101643
C, tp=30, ts=30, x0=78164463, x1=1000001
B, tp=30, ts=30, x0=95, x1=297511874
B, tp=30, ts=30, x0=18, x1=707301188
B, tp=30, ts=30, x0=133, x1=558959551
B, tp=30, ts=30, x0=3, x1=314996454
C, tp=30, ts=30, x0=876325767, x1=1000001
B, tp=30, ts=30, x0=4, x1=277977900
C, tp=30, ts=30, x0=366791655, x1=1000002
B, tp=30, ts=30, x0=2, x1=447173112
A, tp=30, ts=30, x0=183723418, x1=774357732
C, tp=30, ts=30, x0=460148208, x1=1000001
C, tp=30, ts=30, x0=478066281, x1=1000001
B, tp=30, ts=30, x0=12, x1=178516943
C, tp=30, ts=30, x0=753956746, x1=1000001
C, tp=30, ts=30, x0=873222073, x1=1000001
B, tp=30, ts=30, x0=1, x1=26531882
B, tp=30, ts=30, x0=12, x1=964203117
C, tp=30, ts=30, x0=829527863, x1=1000002
C, tp=30, ts=30, x0=484589064, x1=1000001
C, tp=30, ts=30, x0=989138447, x1=1000001
A, tp=30, ts=30, x0=479163043, x1=4
B, tp=30, ts=30, x0=2, x1=525434527
C, tp=30, ts=30, x0=879804157, x1=1000001
B, tp=30, ts=30, x0=3, x1=854426947
C, tp=30, ts=30, x0=792493262, x1=1000002
B, tp=30, ts=30, x0=1, x1=73226970
B, tp=30, ts=30, x0=1, x1=849480057
C, tp=30, ts=30, x0=809544359, x1=1000001
C, tp=30, ts=30, x0=797232221, x1=1000001
C, tp=30, ts=30, x0=675987785, x1=1000003
B, tp=30, ts=30, x0=1, x1=211559111
B, tp=30, ts=30, x0=3, x1=384303106
B, tp=30, ts=30, x0=6, x1=215317850
C, tp=30, ts=30, x0=555437369, x1=1000001
B, tp=30, ts=30, x0=2, x1=914402613
B, tp=30, ts=30, x0=604, x1=591609589
C, tp=30, ts=30, x0=793514914, x1=1000005
B, tp=30, ts=30, x0=5, x1=614503642
C, tp=30, ts=30, x0=506256956, x1=1000002
B, tp=30, ts=30, x0=2, x1=549708
C, tp=30, ts=30, x0=893050316, x1=1000001
C, tp=30, ts=30, x0=663696715, x1=1000005
C, tp=30, ts=30, x0=158877524, x1=1000001
B, tp=30, ts=30, x0=857, x1=422096092
C, tp=30, ts=30, x0=173430754, x1=1000001
B, tp=30, ts=30, x0=23, x1=567578443
C, tp=30, ts=30, x0=363610960, x1=1000001
B, tp=30, ts=30, x0=3, x1=391324948
B, tp=30, ts=30, x0=4, x1=870568644
C, tp=30, ts=30, x0=756611896, x1=1000033
B, tp=30, ts=30, x0=1061, x1=943383121
B, tp=30, ts=30, x0=1, x1=389345828
C, tp=30, ts=30, x0=223697818, x1=1000004
B, tp=30, ts=30, x0=29, x1=638432953
A, tp=30, ts=30, x0=535711705, x1=8
B, tp=30, ts=30, x0=56, x1=220393674
B, tp=30, ts=30, x0=2, x1=160086935
B, tp=30, ts=30, x0=10, x1=280645674
B, tp=30, ts=30, x0=2, x1=788864415
B, tp=30, ts=30, x0=1, x1=440394204
B, tp=30, ts=30, x0=1, x1=245569495
C, tp=30, ts=30, x0=282423631, x1=1000007
B, tp=30, ts=30, x0=1, x1=665323632
B, tp=30, ts=30, x0=3, x1=849563746
B, tp=30, ts=30, x0=301, x1=309454704
A, tp=30, ts=30, x0=470889777, x1=384972747
B, tp=30, ts=30, x0=1, x1=656274034
B, tp=30, ts=30, x0=1, x1=630598024
C, tp=30, ts=30, x0=449702459, x1=1000001
C, tp=30, ts=30, x0=186065277, x1=1000002
B, tp=30, ts=30, x0=6, x1=857415778
B, tp=30, ts=30, x0=1, x1=17525948
A, tp=30, ts=30, x0=712405539, x1=11
C, tp=30, ts=30, x0=716913262, x1=1000013
B, tp=30, ts=30, x0=3, x1=893307209
B, tp=30, ts=30, x0=22, x1=664731032
C, tp=30, ts=30, x0=758404894, x1=1000002
C, tp=30, ts=30, x0=703175498, x1=1000001
A, tp=30, ts=30, x0=76449164, x1=50
B, tp=30, ts=30, x0=5, x1=720822301
C, tp=30, ts=30, x0=317012432, x1=1000002
B, tp=30, ts=30, x0=1, x1=745424935
B, tp=30, ts=30, x0=3, x1=327303494
C, tp=30, ts=30, x0=619143194, x1=1000001
C, tp=30, ts=30, x0=761208157, x1=1000003
B, tp=30, ts=30, x0=1, x1=671939172
A, tp=30, ts=30, x0=466153147, x1=38
B, tp=30, ts=30, x0=2, x1=143498520
B, tp=30, ts=30, x0=1, x1=619746929
C, tp=30, ts=30, x0=826207909, x1=1000005
C, tp=30, ts=30, x0=106941458, x1=1000001
C, tp=30, ts=30, x0=961767973, x1=1000001
C, tp=30, ts=30, x0=569546484, x1=1000007
C, tp=30, ts=30, x0=176874961, x1=1000003
C, tp=30, ts=30, x0=115761793, x1=1000002
C, tp=30, ts=30, x0=806226932, x1=1000001
B, tp=30, ts=30, x0=4559, x1=701497242
C, tp=30, ts=30, x0=896398705, x1=1000001
B, tp=30, ts=30, x0=24, x1=435233176
B, tp=30, ts=30, x0=1, x1=329940033
C, tp=30, ts=30, x0=183315727, x1=1000001
C, tp=30, ts=30, x0=25195963, x1=1000002
B, tp=30, ts=30, x0=3, x1=113129077
B, tp=30, ts=30, x0=1, x1=664330847
B, tp=30, ts=30, x0=1, x1=810173030
B, tp=30, ts=30, x0=1, x1=974197518
C, tp=30, ts=30, x0=792630354, x1=1000001
C, tp=30, ts=30, x0=51872269, x1=1000001
A, tp=30, ts=30, x0=544758570, x1=4
B, tp=30, ts=30, x0=7, x1=52700142
A, tp=30, ts=30, x0=352884642, x1=4
C, tp=30, ts=30, x0=174203422, x1=1000002
C, tp=30, ts=30, x0=226257039, x1=1000001
B, tp=30, ts=30, x0=4, x1=376475711
C, tp=30, ts=30, x0=362513520, x1=1000001
A, tp=30, ts=30, x0=623108220, x1=6
A, tp=30, ts=30, x0=586623761, x1=4
B, tp=30, ts=30, x0=6, x1=51325196
C, tp=30, ts=30, x0=524109486, x1=1000001
A, tp=30, ts=30, x0=717309169, x1=4
C, tp=30, ts=30, x0=686640899, x1=1000001
C, tp=30, ts=30, x0=626774406, x1=1000001
C, tp=30, ts=30, x0=524541167, x1=1000001
C, tp=30, ts=30, x0=876787412, x1=1000001
B, tp=30, ts=30, x0=4, x1=33827680
B, tp=30, ts=30, x0=11, x1=485657628
B, tp=30, ts=30, x0=1, x1=284541722
A, tp=30, ts=30, x0=59186340, x1=4
C, tp=30, ts=30, x0=385709166, x1=1000001
C, tp=30, ts=30, x0=906574258, x1=1000002
B, tp=30, ts=30, x0=4, x1=624969513
B, tp=30, ts=30, x0=3, x1=368070659
B, tp=30, ts=30, x0=18, x1=586059590
B, tp=30, ts=30, x0=1090, x1=638420993
B, tp=30, ts=30, x0=1, x1=926298018
C, tp=30, ts=30, x0=267732919, x1=1000009
C, tp=30, ts=30, x0=565291, x1=1000001
C, tp=30, ts=30, x0=927722739, x1=1000001
B, tp=30, ts=30, x0=8, x1=6070897
B, tp=30, ts=30, x0=9, x1=880960766
C, tp=30, ts=30, x0=458576880, x1=1000001
B, tp=30, ts=30, x0=1, x1=46095124
B, tp=30, ts=30, x0=1, x1=768088974
B, tp=30, ts=30, x0=12, x1=671702668
B, tp=30, ts=30, x0=1, x1=503941956
C, tp=30, ts=30, x0=43013594, x1=1000001
C, tp=30, ts=30, x0=921515928, x1=1000001
B, tp=30, ts=30, x0=5, x1=312264733
B, tp=30, ts=30, x0=77, x1=821120568
C, tp=30, ts=30, x0=247630604, x1=1000001
B, tp=30, ts=30, x0=1, x1=901471931
B, tp=30, ts=30, x0=1, x1=810025652
C, tp=30, ts=30, x0=423234132, x1=1000001
C, tp=30, ts=30, x0=616766531, x1=1000003
B, tp=30, ts=30, x0=2, x1=135710177
B, tp=30, ts=30, x0=2, x1=203135394
B, tp=30, ts=30, x0=3, x1=607763744
C, tp=30, ts=30, x0=507885758, x1=1000014
A, tp=30, ts=30, x0=499235906, x1=19
B, tp=30, ts=30, x0=1, x1=246771099
B, tp=30, ts=30, x0=1, x1=355902056
C, tp=30, ts=30, x0=403287374, x1=1000001
B, tp=30, ts=30, x0=530, x1=209602690
C, tp=30, ts=30, x0=641353354, x1=1000001
B, tp=30, ts=30, x0=1, x1=491498160
B, tp=30, ts=30, x0=2, x1=528912963
B, tp=30, ts=30, x0=21, x1=476889671
C, tp=30, ts=30, x0=523398338, x1=1000001
A, tp=30, ts=30, x0=505831490, x1=10
A, tp=30, ts=30, x0=255358964, x1=5
B, tp=30, ts=30, x0=5, x1=128703329
B, tp=30, ts=30, x0=1, x1=385549970
B, tp=30, ts=30, x0=3735, x1=571877347
C, tp=30, ts=30, x0=880761666, x1=1000039
B, tp=30, ts=30, x0=23, x1=952062479
A, tp=30, ts=30, x0=288028686, x1=4
B, tp=30, ts=30, x0=1, x1=538863159
B, tp=30, ts=30, x0=1, x1=367736064
B, tp=30, ts=30, x0=2, x1=18133070
A, tp=30, ts=30, x0=374057322, x1=5
A, tp=30, ts=30, x0=130481244, x1=699181202
C, tp=30, ts=30, x0=590201435, x1=1000001
C, tp=30, ts=30, x0=799137115, x1=1000004
B, tp=30, ts=30, x0=699181202, x1=122650380
C, tp=30, ts=30, x0=448625556, x1=1000001
C, tp=30, ts=30, x0=447243210, x1=1000001
C, tp=30, ts=30, x0=498238275, x1=1000001
C, tp=30, ts=30, x0=255694364, x1=1000001
C, tp=30, ts=30, x0=976447433, x1=1000001
C, tp=30, ts=30, x0=153645211, x1=1000001
B, tp=30, ts=30, x0=3241, x1=849469165
B, tp=30, ts=30, x0=1, x1=349330695
B, tp=30, ts=30, x0=2, x1=472986727
B, tp=30, ts=30, x0=1, x1=761752554
C, tp=30, ts=30, x0=40572602, x1=1000001
A, tp=30, ts=30, x0=126725910, x1=16005
B, tp=30, ts=30, x0=1, x1=599694339
C, tp=30, ts=30, x0=64309883, x1=1000003
B, tp=30, ts=30, x0=11, x1=879542429
C, tp=30, ts=30, x0=236197039, x1=1000001
A, tp=30, ts=30, x0=704356377, x1=4
B, tp=30, ts=30, x0=1, x1=900542537
B, tp=30, ts=30, x0=2, x1=448978621
B, tp=30, ts=30, x0=3, x1=758905934
A, tp=30, ts=30, x0=25740692, x1=14
A, tp=30, ts=30, x0=949231835, x1=6
B, tp=30, ts=30, x0=8, x1=221598513
B, tp=30, ts=30, x0=1, x1=676134066
B, tp=30, ts=30, x0=6, x1=939326108
C, tp=30, ts=30, x0=350489497, x1=1000001
A, tp=30, ts=30, x0=454243553, x1=4
B, tp=30, ts=30, x0=4, x1=460350873
A, tp=30, ts=30, x0=741465970, x1=4
C, tp=30, ts=30, x0=842764131, x1=1000005
B, tp=30, ts=30, x0=3, x1=878845687
B, tp=30, ts=30, x0=13, x1=36294896
B, tp=30, ts=30, x0=4, x1=234932314
C, tp=30, ts=30, x0=414411973, x1=1000002
C, tp=30, ts=30, x0=249045769, x1=1000001
A, tp=30, ts=30, x0=293819767, x1=4
C, tp=30, ts=30, x0=604875468, x1=1000001
C, tp=30, ts=30, x0=688268481, x1=1000001
C, tp=30, ts=30, x0=233999359, x1=1000001
B, tp=30, ts=30, x0=168, x1=390249386
A, tp=30, ts=30, x0=129746491, x1=5
C, tp=30, ts=30, x0=317524921, x1=1000002
A, tp=30, ts=30, x0=388813047, x1=4
B, tp=30, ts=30, x0=7, x1=17413337
C, tp=30, ts=30, x0=190155908, x1=1000001
C, tp=30, ts=30, x0=162556386, x1=1000001
C, tp=30, ts=30, x0=684407752, x1=1000018
B, tp=30, ts=30, x0=5, x1=949318865
B, tp=30, ts=30, x0=2, x1=233738753
C, tp=30, ts=30, x0=831295690, x1=1000007
C, tp=30, ts=30, x0=363812167, x1=1000001
C, tp=30, ts=30, x0=215172623, x1=1000001
B, tp=30, ts=30, x0=1, x1=229732447
A, tp=30, ts=30, x0=34144901, x1=4
B, tp=30, ts=30, x0=1, x1=840361155
C, tp=30, ts=30, x0=218195041, x1=1000001
C, tp=30, ts=30, x0=53752622, x1=1000001
B, tp=30, ts=30, x0=2, x1=702142186
B, tp=30, ts=30, x0=1, x1=86359786
C, tp=30, ts=30, x0=694468399, x1=1000003
C, tp=30, ts=30, x0=89799587, x1=1000001
C, tp=30, ts=30, x0=825770798, x1=1000001
C, tp=30, ts=30, x0=666609961, x1=1000001
C, tp=30, ts=30, x0=807685041, x1=1000001
B, tp=30, ts=30, x0=1, x1=154334488
B, tp=30, ts=30, x0=32, x1=796206751
C, tp=30, ts=30, x0=645549012, x1=1000001
C, tp=30, ts=30, x0=229056036, x1=1000002
C, tp=30, ts=30, x0=388226761, x1=1000005
B, tp=30, ts=30, x0=1, x1=579462413
B, tp=30, ts=30, x0=2, x1=156392807
C, tp=30, ts=30, x0=698291814, x1=1000001
B, tp=30, ts=30, x0=2, x1=847786685
C, tp=30, ts=30, x0=495784928, x1=1000002
A, tp=30, ts=30, x0=370939048, x1=4
B, tp=30, ts=30, x0=1, x1=727171446
B, tp=30, ts=30, x0=1, x1=336689405
B, tp=30, ts=30, x0=85, x1=122194004
B, tp=30, ts=30, x0=8, x1=332629378
B, tp=30, ts=30, x0=1, x1=422359575
B, tp=30, ts=30, x0=2, x1=564468464
B, tp=30, ts=30, x0=34, x1=875160924
C, tp=30, ts=30, x0=673630608, x1=1000001
C, tp=30, ts=30, x0=657247984, x1=1000001
B, tp=30, ts=30, x0=1, x1=442241814
B, tp=30, ts=30, x0=8, x1=109788521
C, tp=30, ts=30, x0=536501918, x1=1000001
A, tp=30, ts=30, x0=759936547, x1=951753586
A, tp=30, ts=30, x0=488878558, x1=137
C, tp=30, ts=30, x0=81197588, x1=1000008
C, tp=30, ts=30, x0=294410122, x1=1000002
C, tp=30, ts=30, x0=343279515, x1=1000001
B, tp=30, ts=30, x0=1, x1=327352637
A, tp=30, ts=30, x0=376361961, x1=8
A, tp=30, ts=30, x0=32991688, x1=16
C, tp=30, ts=30, x0=666469177, x1=1000001
A, tp=30, ts=30, x0=747170984, x1=659881208
A, tp=30, ts=30, x0=307825979, x1=4
C, tp=30, ts=30, x0=358462668, x1=1000003
B, tp=30, ts=30, x0=659881208, x1=568793784
B, tp=30, ts=30, x0=1, x1=931732566
B, tp=30, ts=30, x0=1, x1=107784187
B, tp=30, ts=30, x0=2, x1=898925063
B, tp=30, ts=30, x0=1, x1=642431910
B, tp=30, ts=30, x0=2, x1=744192848
B, tp=30, ts=30, x0=4016, x1=308343136
C, tp=30, ts=30, x0=863459395, x1=1000002
B, tp=30, ts=30, x0=1, x1=374896068
C, tp=30, ts=30, x0=935520188, x1=1000004
B, tp=30, ts=30, x0=1, x1=846965715
B, tp=30, ts=30, x0=14, x1=316817253
C, tp=30, ts=30, x0=995778570, x1=1000015
B, tp=30, ts=30, x0=2, x1=822594721
C, tp=30, ts=30, x0=538457001, x1=1000001
C, tp=30, ts=30, x0=810636394, x1=1000001
B, tp=30, ts=30, x0=2, x1=43463049
C, tp=30, ts=30, x0=243556180, x1=1000001
C, tp=30, ts=30, x0=221668365, x1=1000003
B, tp=30, ts=30, x0=1, x1=916418909
C, tp=30, ts=30, x0=31140926, x1=1000013
C, tp=30, ts=30, x0=793600067, x1=1000002
B, tp=30, ts=30, x0=47, x1=897493831
B, tp=30, ts=30, x0=12, x1=361694597
C, tp=30, ts=30, x0=812650918, x1=1000002
B, tp=30, ts=30, x0=6, x1=885952853
C, tp=30, ts=30, x0=482067562, x1=1000001
C, tp=30, ts=30, x0=779793542, x1=1000001
C, tp=30, ts=30, x0=536533217, x1=1000001
B, tp=30, ts=30, x0=3, x1=129936580
C, tp=30, ts=30, x0=17046252, x1=1000001
C, tp=30, ts=30, x0=976420503, x1=1000001
B, tp=30, ts=30, x0=1, x1=785458810
C, tp=30, ts=30, x0=61031054, x1=1000002
B, tp=30, ts=30, x0=1, x1=630313173
C, tp=30, ts=30, x0=567325972, x1=1000001
C, tp=30, ts=30, x0=109009226, x1=1000001
B, tp=30, ts=30, x0=211, x1=875173829
B, tp=30, ts=30, x0=16, x1=566316021
B, tp=30, ts=30, x0=1, x1=197978240
C, tp=30, ts=30, x0=681280401, x1=1000001
C, tp=30, ts=30, x0=377029436, x1=1000001
C, tp=30, ts=30, x0=233568586, x1=1000001
C, tp=30, ts=30, x0=621912981, x1=1000006
B, tp=30, ts=30, x0=1, x1=141580360
C, tp=30, ts=30, x0=567386642, x1=1000001
C, tp=30, ts=30, x0=347823268, x1=1000002
C, tp=30, ts=30, x0=7097768, x1=1000001
B, tp=30, ts=30, x0=1, x1=765685733
B, tp=30, ts=30, x0=1, x1=528073459
C, tp=30, ts=30, x0=174550709, x1=1000001
C, tp=30, ts=30, x0=738441895, x1=1000001
C, tp=30, ts=30, x0=512460543, x1=1000001
C, tp=30, ts=30, x0=831965853, x1=1000001
A, tp=30, ts=30, x0=884689344, x1=4
B, tp=30, ts=30, x0=1, x1=853797997
C, tp=30, ts=30, x0=79136866, x1=1000005
B, tp=30, ts=30, x0=2, x1=28102493
B, tp=30, ts=30, x0=1, x1=829645940
B, tp=30, ts=30, x0=26, x1=404527699
C, tp=30, ts=30, x0=328851611, x1=1000001
C, tp=30, ts=30, x0=509219752, x1=1000001
A, tp=30, ts=30, x0=334577741, x1=4
B, tp=30, ts=30, x0=1, x1=934277754
C, tp=30, ts=30, x0=939966423, x1=1000001
A, tp=30, ts=30, x0=886523166, x1=7
C, tp=30, ts=30, x0=367769865, x1=1000001
B, tp=30, ts=30, x0=1, x1=55529657
B, tp=30, ts=30, x0=87, x1=571114058
C, tp=30, ts=30, x0=620750056, x1=1000001
C, tp=30, ts=30, x0=332166480, x1=1000001
C, tp=30, ts=30, x0=62776175, x1=1000010
C, tp=30, ts=30, x0=86213003, x1=1000001
B, tp=30, ts=30, x0=2, x1=727869258
B, tp=30, ts=30, x0=6, x1=780070955
C, tp=30, ts=30, x0=462042107, x1=1000002
C, tp=30, ts=30, x0=289410011, x1=1000003
A, tp=30, ts=30, x0=180656398, x1=155
B, tp=30, ts=30, x0=4, x1=80828486
B, tp=30, ts=30, x0=6, x1=487457501
B, tp=30, ts=30, x0=3, x1=680994047
C, tp=30, ts=30, x0=909853812, x1=1000001
B, tp=30, ts=30, x0=1, x1=316277783
A, tp=30, ts=30, x0=50586984, x1=138120122
C, tp=30, ts=30, x0=126460668, x1=1000001
B, tp=30, ts=30, x0=2, x1=379355734
C, tp=30, ts=30, x0=711405644, x1=1000002
A, tp=30, ts=30, x0=365062085, x1=4
C, tp=30, ts=30, x0=325712741, x1=1000003
B, tp=30, ts=30, x0=6, x1=244437660
